,proportion_train_config,prop_inputs_source,id repetition,mape,training_time
0,0.1,0.1,0,42.66606910283176,0.09283161163330078
1,0.1,0.1,1,73.4814857091517,0.09099149703979492
2,0.1,0.1,2,60.86626352015194,0.0906827449798584
3,0.1,0.1,3,67.72257688284147,0.09083414077758789
4,0.1,0.1,4,62.29400410190008,0.0910027027130127
5,0.1,0.1,5,55.41992239785055,0.09268569946289062
6,0.1,0.1,6,60.77700708464279,0.0903327465057373
7,0.1,0.1,7,42.825900906939715,0.09301996231079102
8,0.1,0.1,8,88.28466732005108,0.09065628051757812
9,0.1,0.1,9,50.25189699281886,0.09089303016662598
10,0.1,0.2,0,43.464681554055495,0.08967733383178711
11,0.1,0.2,1,0.0,0.09106945991516113
12,0.1,0.2,2,72.7818159604275,0.09170794486999512
13,0.1,0.2,3,145.60858354352874,0.08993792533874512
14,0.1,0.2,4,30.056883961930463,0.09882974624633789
15,0.1,0.2,5,26.70086008420493,0.09544229507446289
16,0.1,0.2,6,65.19656818141854,0.09273886680603027
17,0.1,0.2,7,61.88782205195184,0.09375596046447754
18,0.1,0.2,8,79.1309588399664,0.09449577331542969
19,0.1,0.2,9,59.713277705031565,0.09294486045837402
20,0.1,0.30000000000000004,0,52503.53116713659,0.09182405471801758
21,0.1,0.30000000000000004,1,141.96726308670551,0.09382200241088867
22,0.1,0.30000000000000004,2,60.74169766858068,0.09298181533813477
23,0.1,0.30000000000000004,3,69.99763917658277,0.09432315826416016
24,0.1,0.30000000000000004,4,81.98674428906757,0.09254169464111328
25,0.1,0.30000000000000004,5,5.35732382342121,0.09218764305114746
26,0.1,0.30000000000000004,6,66.77127046719204,0.09220385551452637
27,0.1,0.30000000000000004,7,25.465717918016573,0.09449005126953125
28,0.1,0.30000000000000004,8,55.50282307523658,0.09294629096984863
29,0.1,0.30000000000000004,9,45.17909516139374,0.09287428855895996
30,0.1,0.4,0,77.25192873919413,0.09117627143859863
31,0.1,0.4,1,5.71153414652573,0.1003875732421875
32,0.1,0.4,2,83.11442726995307,0.09522652626037598
33,0.1,0.4,3,56.34686620582768,0.09333276748657227
34,0.1,0.4,4,49.91786511949691,0.09526634216308594
35,0.1,0.4,5,68.9705478487826,0.09279251098632812
36,0.1,0.4,6,127.34567473924649,0.0937657356262207
37,0.1,0.4,7,139.9824992690966,0.09356808662414551
38,0.1,0.4,8,83.46642998653216,0.09500265121459961
39,0.1,0.4,9,123.25539471976752,0.09856557846069336
40,0.1,0.5,0,26.77437599181833,0.09445309638977051
41,0.1,0.5,1,271.1402387080337,0.0922095775604248
42,0.1,0.5,2,30.680326475653107,0.09094572067260742
43,0.1,0.5,3,56.208616271306155,0.09063053131103516
44,0.1,0.5,4,59.4552286704416,0.09157586097717285
45,0.1,0.5,5,127.64231758536586,0.09200096130371094
46,0.1,0.5,6,136.75068856356577,0.09081530570983887
47,0.1,0.5,7,68.89321462172904,0.09369897842407227
48,0.1,0.5,8,0.0,0.08854818344116211
49,0.1,0.5,9,68.4216453813752,0.09359550476074219
50,0.1,0.6000000000000001,0,161.27364575013658,0.09549355506896973
51,0.1,0.6000000000000001,1,137.09283136557468,0.09534168243408203
52,0.1,0.6000000000000001,2,85.48981805276364,0.09750247001647949
53,0.1,0.6000000000000001,3,71.62117362915745,0.09493327140808105
54,0.1,0.6000000000000001,4,153.80625763754617,0.10204601287841797
55,0.1,0.6000000000000001,5,19.46182445611212,0.09836578369140625
56,0.1,0.6000000000000001,6,57.65926870286875,0.10891246795654297
57,0.1,0.6000000000000001,7,67.8227089444884,0.10421347618103027
58,0.1,0.6000000000000001,8,26.39673366896983,0.09916162490844727
59,0.1,0.6000000000000001,9,118.3263404876637,0.0999748706817627
60,0.1,0.7000000000000001,0,642.038590453502,0.1012871265411377
61,0.1,0.7000000000000001,1,223.1966235332131,0.09938645362854004
62,0.1,0.7000000000000001,2,123.48536195112312,0.09660983085632324
63,0.1,0.7000000000000001,3,81.49536552124844,0.10154914855957031
64,0.1,0.7000000000000001,4,63.3284917696442,0.10230493545532227
65,0.1,0.7000000000000001,5,43.20056848703355,0.09917926788330078
66,0.1,0.7000000000000001,6,63.743173568742684,0.09918093681335449
67,0.1,0.7000000000000001,7,130.50665290472165,0.10102295875549316
68,0.1,0.7000000000000001,8,56.72848465782053,0.0965116024017334
69,0.1,0.7000000000000001,9,66.48030492036878,0.0947883129119873
70,0.1,0.8,0,62.45034791503059,0.09537267684936523
71,0.1,0.8,1,5.6853452695647775,0.09495377540588379
72,0.1,0.8,2,21368.87329555619,0.09624886512756348
73,0.1,0.8,3,42.675347311063256,0.09651803970336914
74,0.1,0.8,4,60.6417788226569,0.09567403793334961
75,0.1,0.8,5,133.64694979025958,0.09545445442199707
76,0.1,0.8,6,60.642239754193824,0.0955650806427002
77,0.1,0.8,7,140.84043446271963,0.09595704078674316
78,0.1,0.8,8,51.253102431038236,0.09381508827209473
79,0.1,0.8,9,43.48929124036074,0.09679222106933594
80,0.1,0.9,0,63.507848285619396,0.10237884521484375
81,0.1,0.9,1,148.9815024998057,0.09912991523742676
82,0.1,0.9,2,65.96759261905733,0.09604454040527344
83,0.1,0.9,3,96.1528904429024,0.09419536590576172
84,0.1,0.9,4,93.28904265419632,0.10021591186523438
85,0.1,0.9,5,347.2827106815394,0.09894180297851562
86,0.1,0.9,6,69.05292151018966,0.09674549102783203
87,0.1,0.9,7,52.37001265054138,0.09673547744750977
88,0.1,0.9,8,0.0,0.09469413757324219
89,0.1,0.9,9,69.01632570726629,0.09560060501098633
90,0.2,0.1,0,4674.558571961286,0.09105610847473145
91,0.2,0.1,1,96.068147034645,0.0953371524810791
92,0.2,0.1,2,0.0,0.09151840209960938
93,0.2,0.1,3,87403.65706029191,0.0915992259979248
94,0.2,0.1,4,7885.139120212461,0.09099793434143066
95,0.2,0.1,5,78136.79462931282,0.09128761291503906
96,0.2,0.1,6,32.04201925550695,0.09526801109313965
97,0.2,0.1,7,4177.454999212343,0.09227132797241211
98,0.2,0.1,8,83644.08580371014,0.09189724922180176
99,0.2,0.1,9,72.8759274163582,0.09642934799194336
100,0.2,0.2,0,63.721583762174205,0.1033935546875
101,0.2,0.2,1,71.92978223090401,0.10862588882446289
102,0.2,0.2,2,88.44582314386142,0.12321615219116211
103,0.2,0.2,3,67.35632028214762,0.10283565521240234
104,0.2,0.2,4,46.19336753207601,0.10080957412719727
105,0.2,0.2,5,149.52927115882858,0.09814858436584473
106,0.2,0.2,6,53.14271841979412,0.09714698791503906
107,0.2,0.2,7,86.92885232929386,0.09541535377502441
108,0.2,0.2,8,93.90473256712075,0.09732985496520996
109,0.2,0.2,9,59.37544095149014,0.09268808364868164
110,0.2,0.30000000000000004,0,44.64886866937383,0.09505271911621094
111,0.2,0.30000000000000004,1,169.1099014692952,0.09671354293823242
112,0.2,0.30000000000000004,2,53.06597611966693,0.0989372730255127
113,0.2,0.30000000000000004,3,56.53753324953805,0.09505939483642578
114,0.2,0.30000000000000004,4,20.80222174827891,0.10365462303161621
115,0.2,0.30000000000000004,5,109.10191197040304,0.10158801078796387
116,0.2,0.30000000000000004,6,92.80090482610734,0.0964968204498291
117,0.2,0.30000000000000004,7,63.75399812167692,0.0984656810760498
118,0.2,0.30000000000000004,8,67.76884322167777,0.0944981575012207
119,0.2,0.30000000000000004,9,74.47087209032343,0.10027122497558594
120,0.2,0.4,0,82.33073886322747,0.09584736824035645
121,0.2,0.4,1,70.87788027348086,0.09688138961791992
122,0.2,0.4,2,73.77512249877142,0.09968924522399902
123,0.2,0.4,3,72.69709534679126,0.09588909149169922
124,0.2,0.4,4,71.24172380851765,0.09544253349304199
125,0.2,0.4,5,72.6460327003665,0.10104155540466309
126,0.2,0.4,6,263819.6280955489,0.10031509399414062
127,0.2,0.4,7,139.98157309866522,0.09772849082946777
128,0.2,0.4,8,64.47892859563737,0.09923362731933594
129,0.2,0.4,9,144.25538243836274,0.0960378646850586
130,0.2,0.5,0,28.017647983083226,0.09788084030151367
131,0.2,0.5,1,27.601033714334555,0.09635043144226074
132,0.2,0.5,2,95.80872554765743,0.09863781929016113
133,0.2,0.5,3,71.28769751513944,0.09580874443054199
134,0.2,0.5,4,69.67075200730683,0.09322905540466309
135,0.2,0.5,5,229502.70074730035,0.092193603515625
136,0.2,0.5,6,114.93587895341244,0.0935828685760498
137,0.2,0.5,7,71.7676959480443,0.09376144409179688
