,proportion_train_config,source_selection_method,prop_inputs_source,id repetition,mape,training_time
0,0.1,random,0.1,0,5800.92085792092,0.010546445846557617
1,0.1,random,0.1,1,20217.242801589913,0.015738487243652344
2,0.1,random,0.1,2,30.196278609530076,0.013490676879882812
3,0.1,random,0.1,3,28.591296673750975,0.011330366134643555
4,0.1,random,0.1,4,27.542378489983243,0.013641834259033203
5,0.1,random,0.1,5,27.078350835975762,0.015017032623291016
6,0.1,random,0.1,6,13283.171277446058,0.014755964279174805
7,0.1,random,0.1,7,16429.304711005097,0.015958070755004883
8,0.1,random,0.1,8,27.707022519644838,0.020679950714111328
9,0.1,random,0.1,9,31507.778852009164,0.0152130126953125
10,0.1,same_input_grp,0.1,0,30.221544664689688,0.015169143676757812
11,0.1,same_input_grp,0.1,1,28.32097087358499,0.014976263046264648
12,0.1,same_input_grp,0.1,2,27.25721884328677,0.015162229537963867
13,0.1,same_input_grp,0.1,3,27.978753020282447,0.014868736267089844
14,0.1,same_input_grp,0.1,4,31.279847524662024,0.012824296951293945
15,0.1,same_input_grp,0.1,5,31.352050415106536,0.01410818099975586
16,0.1,same_input_grp,0.1,6,28.471854290783412,0.015032529830932617
17,0.1,same_input_grp,0.1,7,28.931057042854828,0.015480279922485352
18,0.1,same_input_grp,0.1,8,27.946647983222284,0.015384912490844727
19,0.1,same_input_grp,0.1,9,27.611986894774716,0.015507936477661133
20,0.1,closest_properties,0.1,0,29.800088755845444,0.021793603897094727
21,0.1,closest_properties,0.1,1,26.95793843457502,0.019982337951660156
22,0.1,closest_properties,0.1,2,31.38331801861765,0.024657011032104492
23,0.1,closest_properties,0.1,3,29.083419366122214,0.021657943725585938
24,0.1,closest_properties,0.1,4,28.69904288804034,0.0197451114654541
25,0.1,closest_properties,0.1,5,28.00951226791821,0.022795915603637695
26,0.1,closest_properties,0.1,6,27.44991055403338,0.022847652435302734
27,0.1,closest_properties,0.1,7,27.579636381724715,0.019597530364990234
28,0.1,closest_properties,0.1,8,27.982419232868054,0.024164915084838867
29,0.1,closest_properties,0.1,9,31.836393324545625,0.023945331573486328
30,0.1,max_perf_corr,0.1,0,30.332885812908483,0.02925705909729004
31,0.1,max_perf_corr,0.1,1,27.240600267687874,0.027386903762817383
32,0.1,max_perf_corr,0.1,2,29.20557972422197,0.028506040573120117
33,0.1,max_perf_corr,0.1,3,27.70775543375611,0.028759479522705078
34,0.1,max_perf_corr,0.1,4,27.695009504335406,0.028064727783203125
35,0.1,max_perf_corr,0.1,5,27.74843421515089,0.025086164474487305
36,0.1,max_perf_corr,0.1,6,28.94012591163131,0.030109167098999023
37,0.1,max_perf_corr,0.1,7,28.940569369734014,0.028109312057495117
38,0.1,max_perf_corr,0.1,8,27.156213595011515,0.025460004806518555
39,0.1,max_perf_corr,0.1,9,27.7425064492942,0.027777910232543945
40,0.1,random,0.2,0,29.22448203548202,0.018017292022705078
41,0.1,random,0.2,1,36273.82023464222,0.017759084701538086
42,0.1,random,0.2,2,29.00283801789232,0.017162799835205078
43,0.1,random,0.2,3,27.57182770465205,0.01730489730834961
44,0.1,random,0.2,4,15114.025576603504,0.017414569854736328
45,0.1,random,0.2,5,27.280732631078568,0.017451763153076172
46,0.1,random,0.2,6,27.521351182368818,0.016292333602905273
47,0.1,random,0.2,7,28.17988917740176,0.01714158058166504
48,0.1,random,0.2,8,27.31612198984373,0.018552780151367188
49,0.1,random,0.2,9,27.49015937321213,0.015100717544555664
50,0.1,same_input_grp,0.2,0,31.72208709773587,0.017518043518066406
51,0.1,same_input_grp,0.2,1,30.189721440807787,0.015501737594604492
52,0.1,same_input_grp,0.2,2,27.80352764957645,0.016434431076049805
53,0.1,same_input_grp,0.2,3,26.93510038059014,0.016503334045410156
54,0.1,same_input_grp,0.2,4,27.479904094333918,0.016447067260742188
55,0.1,same_input_grp,0.2,5,28.368817140395453,0.01623392105102539
56,0.1,same_input_grp,0.2,6,27.91700785988277,0.01702570915222168
57,0.1,same_input_grp,0.2,7,28.379580812865463,0.016623735427856445
58,0.1,same_input_grp,0.2,8,27.08156696548853,0.015745162963867188
59,0.1,same_input_grp,0.2,9,31.062527394653777,0.016481876373291016
60,0.1,closest_properties,0.2,0,27.446081514924604,0.028272628784179688
61,0.1,closest_properties,0.2,1,30.3813578751859,0.025290489196777344
62,0.1,closest_properties,0.2,2,27.726629219173176,0.02936840057373047
63,0.1,closest_properties,0.2,3,27.01169599935616,0.029135704040527344
64,0.1,closest_properties,0.2,4,27.756960990248842,0.025240421295166016
65,0.1,closest_properties,0.2,5,27.799272083187347,0.02802443504333496
66,0.1,closest_properties,0.2,6,28.83492487627233,0.02767491340637207
67,0.1,closest_properties,0.2,7,27.533186783239817,0.025156497955322266
68,0.1,closest_properties,0.2,8,28.6805744889893,0.02929234504699707
69,0.1,closest_properties,0.2,9,27.730277165169458,0.027055978775024414
70,0.1,max_perf_corr,0.2,0,27.40646971710713,0.03378701210021973
71,0.1,max_perf_corr,0.2,1,27.06668047516199,0.03316760063171387
72,0.1,max_perf_corr,0.2,2,27.216572661347715,0.032173871994018555
73,0.1,max_perf_corr,0.2,3,27.109105121983884,0.0292055606842041
74,0.1,max_perf_corr,0.2,4,27.725921839138255,0.030736207962036133
75,0.1,max_perf_corr,0.2,5,27.44845052349452,0.03245353698730469
76,0.1,max_perf_corr,0.2,6,30.986454266493425,0.03611636161804199
77,0.1,max_perf_corr,0.2,7,27.873751005940754,0.03119516372680664
78,0.1,max_perf_corr,0.2,8,27.385636553248705,0.03257465362548828
79,0.1,max_perf_corr,0.2,9,27.181293379095155,0.03276801109313965
80,0.1,random,0.30000000000000004,0,27.009761548349587,0.014747142791748047
81,0.1,random,0.30000000000000004,1,34.10954465878651,0.014377593994140625
82,0.1,random,0.30000000000000004,2,27.270512484990427,0.015110254287719727
83,0.1,random,0.30000000000000004,3,26.98618871841606,0.01354837417602539
84,0.1,random,0.30000000000000004,4,27.791186356881077,0.011979341506958008
85,0.1,random,0.30000000000000004,5,28.875423240582887,0.013779878616333008
86,0.1,random,0.30000000000000004,6,27.52267799010406,0.015393495559692383
87,0.1,random,0.30000000000000004,7,20914.528470535875,0.014265298843383789
88,0.1,random,0.30000000000000004,8,27.73904456747587,0.015294551849365234
89,0.1,random,0.30000000000000004,9,27.118078301923177,0.014916658401489258
90,0.1,same_input_grp,0.30000000000000004,0,28.23613104659734,0.011173486709594727
91,0.1,same_input_grp,0.30000000000000004,1,31.03467157021959,0.013028860092163086
92,0.1,same_input_grp,0.30000000000000004,2,27.549907219630406,0.014546632766723633
93,0.1,same_input_grp,0.30000000000000004,3,27.508921470343118,0.014207839965820312
94,0.1,same_input_grp,0.30000000000000004,4,28.30142723476866,0.016030311584472656
95,0.1,same_input_grp,0.30000000000000004,5,28.24189431087755,0.01538705825805664
96,0.1,same_input_grp,0.30000000000000004,6,28.890733000690478,0.015189647674560547
97,0.1,same_input_grp,0.30000000000000004,7,27.456342472328394,0.011462688446044922
98,0.1,same_input_grp,0.30000000000000004,8,27.5778273753101,0.01295614242553711
99,0.1,same_input_grp,0.30000000000000004,9,27.592362775054337,0.01502370834350586
100,0.1,closest_properties,0.30000000000000004,0,31.38331801861765,0.03411221504211426
101,0.1,closest_properties,0.30000000000000004,1,27.37935440361855,0.03254246711730957
102,0.1,closest_properties,0.30000000000000004,2,27.132243482857852,0.03302145004272461
103,0.1,closest_properties,0.30000000000000004,3,29.28242737198014,0.03180837631225586
104,0.1,closest_properties,0.30000000000000004,4,25.06859605205147,0.032021284103393555
105,0.1,closest_properties,0.30000000000000004,5,27.80562073037489,0.03211379051208496
106,0.1,closest_properties,0.30000000000000004,6,29.352490746551535,0.032325029373168945
107,0.1,closest_properties,0.30000000000000004,7,28.085894810546897,0.03255057334899902
108,0.1,closest_properties,0.30000000000000004,8,27.192514050235356,0.032843589782714844
109,0.1,closest_properties,0.30000000000000004,9,29.00300170978468,0.034338951110839844
110,0.1,max_perf_corr,0.30000000000000004,0,26.876055490880635,0.040168046951293945
111,0.1,max_perf_corr,0.30000000000000004,1,28.051377882083127,0.035470008850097656
112,0.1,max_perf_corr,0.30000000000000004,2,27.74860854622659,0.038191795349121094
113,0.1,max_perf_corr,0.30000000000000004,3,27.092220558422003,0.03912782669067383
114,0.1,max_perf_corr,0.30000000000000004,4,30.550503644730888,0.03782153129577637
115,0.1,max_perf_corr,0.30000000000000004,5,27.117267946049807,0.03534841537475586
116,0.1,max_perf_corr,0.30000000000000004,6,27.328146748798112,0.04022550582885742
117,0.1,max_perf_corr,0.30000000000000004,7,27.16422991908451,0.039499759674072266
118,0.1,max_perf_corr,0.30000000000000004,8,26.945558461205255,0.035485029220581055
119,0.1,max_perf_corr,0.30000000000000004,9,31.656568664186995,0.03641247749328613
120,0.1,random,0.4,0,27.491889912808738,0.01225423812866211
121,0.1,random,0.4,1,27.167400103871664,0.0150909423828125
122,0.1,random,0.4,2,27.248827820981425,0.014692306518554688
123,0.1,random,0.4,3,10659.742384283953,0.014494180679321289
124,0.1,random,0.4,4,27.29234318581768,0.01451563835144043
125,0.1,random,0.4,5,36.68159221966824,0.011851072311401367
126,0.1,random,0.4,6,28.065653474807284,0.012382745742797852
127,0.1,random,0.4,7,27.309205706606498,0.014582633972167969
128,0.1,random,0.4,8,27.710373981730168,0.014457464218139648
129,0.1,random,0.4,9,27.508128270564146,0.014834165573120117
130,0.1,same_input_grp,0.4,0,24.977066772534133,0.015475273132324219
131,0.1,same_input_grp,0.4,1,28.051665250521236,0.011619329452514648
132,0.1,same_input_grp,0.4,2,32.33072717350562,0.012503385543823242
133,0.1,same_input_grp,0.4,3,27.572523629939038,0.015175580978393555
134,0.1,same_input_grp,0.4,4,27.239085883487302,0.014885187149047852
135,0.1,same_input_grp,0.4,5,29.41630573439789,0.01587653160095215
136,0.1,same_input_grp,0.4,6,27.610086810985834,0.015465974807739258
137,0.1,same_input_grp,0.4,7,28.368404564706346,0.015058517456054688
138,0.1,same_input_grp,0.4,8,27.519095660396754,0.015504121780395508
139,0.1,same_input_grp,0.4,9,27.728321170541793,0.01171422004699707
140,0.1,closest_properties,0.4,0,28.02302894135893,0.03651690483093262
141,0.1,closest_properties,0.4,1,27.359963633103128,0.03778576850891113
142,0.1,closest_properties,0.4,2,27.3989624984423,0.0382695198059082
143,0.1,closest_properties,0.4,3,27.78158571498374,0.034090280532836914
144,0.1,closest_properties,0.4,4,27.319695435689756,0.034114837646484375
145,0.1,closest_properties,0.4,5,31.72208709773587,0.0337672233581543
146,0.1,closest_properties,0.4,6,27.905394247455106,0.03371167182922363
147,0.1,closest_properties,0.4,7,29.515901583691427,0.03436923027038574
148,0.1,closest_properties,0.4,8,27.14365796589296,0.0334625244140625
149,0.1,closest_properties,0.4,9,27.622190464600116,0.03387856483459473
150,0.1,max_perf_corr,0.4,0,28.51617884704855,0.04485058784484863
151,0.1,max_perf_corr,0.4,1,27.43285953717215,0.04703187942504883
152,0.1,max_perf_corr,0.4,2,27.028145961038692,0.046202659606933594
153,0.1,max_perf_corr,0.4,3,27.812661886610783,0.04255986213684082
154,0.1,max_perf_corr,0.4,4,29.761262210731797,0.045850276947021484
