,proportion_train_config,source_selection_method,prop_inputs_source,id repetition,mape,training_time
0,0.1,random,0.1,0,15.123157775268947,0.06091904640197754
1,0.1,random,0.1,1,10.33763784105778,0.052548885345458984
2,0.1,random,0.1,2,20.915613417835043,0.03856849670410156
3,0.1,random,0.1,3,17.26609101087816,0.048372745513916016
4,0.1,random,0.1,4,25.236264381702195,0.04720354080200195
5,0.1,random,0.1,5,19.91308534739109,0.03818011283874512
6,0.1,random,0.1,6,14.35468209783737,0.03805685043334961
7,0.1,random,0.1,7,18.775962723979085,0.038939476013183594
8,0.1,random,0.1,8,16.6267524415651,0.03482508659362793
9,0.1,random,0.1,9,12.783599632514777,0.03749275207519531
10,0.1,same_input_grp,0.1,0,11.123707934908202,0.046248674392700195
11,0.1,same_input_grp,0.1,1,11.096794077783057,0.037831783294677734
12,0.1,same_input_grp,0.1,2,12.703865866913016,0.03691697120666504
13,0.1,same_input_grp,0.1,3,14.59484990575306,0.03695487976074219
14,0.1,same_input_grp,0.1,4,26.053877677827074,0.037610769271850586
15,0.1,same_input_grp,0.1,5,16.481418667103153,0.03730010986328125
16,0.1,same_input_grp,0.1,6,17.740136037340676,0.03766894340515137
17,0.1,same_input_grp,0.1,7,8.924435821987924,0.036312103271484375
18,0.1,same_input_grp,0.1,8,9.791260828506523,0.03682303428649902
19,0.1,same_input_grp,0.1,9,36.9512105937149,0.03699135780334473
20,0.1,closest_properties,0.1,0,2.7712447267974767,0.08576512336730957
21,0.1,closest_properties,0.1,1,17.169622438486194,0.09567904472351074
22,0.1,closest_properties,0.1,2,18.37199307903894,0.08135700225830078
23,0.1,closest_properties,0.1,3,20.263070930755596,0.07859158515930176
24,0.1,closest_properties,0.1,4,16.618772729063963,0.08943986892700195
25,0.1,closest_properties,0.1,5,14.27307870521228,0.07811188697814941
26,0.1,closest_properties,0.1,6,12.815110022190579,0.07788896560668945
27,0.1,closest_properties,0.1,7,26.85810873953807,0.0827944278717041
28,0.1,closest_properties,0.1,8,19.78205685084027,0.0929574966430664
29,0.1,closest_properties,0.1,9,13.209263808174843,0.07474899291992188
30,0.1,max_perf_corr,0.1,0,14.702570952092323,0.10740137100219727
31,0.1,max_perf_corr,0.1,1,20.229582448651158,0.11943769454956055
32,0.1,max_perf_corr,0.1,2,11.167019616781648,0.10234284400939941
33,0.1,max_perf_corr,0.1,3,14.21719085401405,0.10565733909606934
34,0.1,max_perf_corr,0.1,4,17.903747881084087,0.10260176658630371
35,0.1,max_perf_corr,0.1,5,6.444233903439002,0.10413765907287598
36,0.1,max_perf_corr,0.1,6,21.776369560478116,0.1025841236114502
37,0.1,max_perf_corr,0.1,7,8.734344121109988,0.10359859466552734
38,0.1,max_perf_corr,0.1,8,11.053749793682035,0.098480224609375
39,0.1,max_perf_corr,0.1,9,13.942876249593875,0.09719133377075195
40,0.1,random,0.2,0,8.860156279866166,0.03200244903564453
41,0.1,random,0.2,1,33.23864762306637,0.051877498626708984
42,0.1,random,0.2,2,33.53580550428169,0.053170204162597656
43,0.1,random,0.2,3,23.693551845704338,0.06242847442626953
44,0.1,random,0.2,4,12.597678495541068,0.04562973976135254
45,0.1,random,0.2,5,22.13692253498926,0.03236651420593262
46,0.1,random,0.2,6,17.03154521251518,0.03300976753234863
47,0.1,random,0.2,7,36.809872919560085,0.03713846206665039
48,0.1,random,0.2,8,23.449873745064217,0.036058902740478516
49,0.1,random,0.2,9,12.017059270490256,0.035166025161743164
50,0.1,same_input_grp,0.2,0,13.175052564133125,0.036983489990234375
51,0.1,same_input_grp,0.2,1,23.23598862082152,0.026003122329711914
52,0.1,same_input_grp,0.2,2,15.962120645637881,0.03675556182861328
53,0.1,same_input_grp,0.2,3,21.795202450107723,0.037039995193481445
54,0.1,same_input_grp,0.2,4,20.754609114438637,0.036062002182006836
55,0.1,same_input_grp,0.2,5,45.952839427034085,0.03664135932922363
56,0.1,same_input_grp,0.2,6,14.799334851973747,0.03497314453125
57,0.1,same_input_grp,0.2,7,16.513329128954062,0.037375688552856445
58,0.1,same_input_grp,0.2,8,10.705457131806915,0.07936644554138184
59,0.1,same_input_grp,0.2,9,29.3717060707866,0.044412851333618164
60,0.1,closest_properties,0.2,0,9.482073767620513,0.13426756858825684
61,0.1,closest_properties,0.2,1,14.537078080355,0.12791180610656738
62,0.1,closest_properties,0.2,2,13.987116188276044,0.1294543743133545
63,0.1,closest_properties,0.2,3,13.218709396806211,0.1280505657196045
64,0.1,closest_properties,0.2,4,23.670123849055287,0.11882734298706055
65,0.1,closest_properties,0.2,5,12.454012576027408,0.11667513847351074
66,0.1,closest_properties,0.2,6,10.020956604871785,0.11560177803039551
67,0.1,closest_properties,0.2,7,11.043880901526004,0.11153435707092285
68,0.1,closest_properties,0.2,8,2.44579051452829,0.11437058448791504
69,0.1,closest_properties,0.2,9,21.345297606431725,0.1246795654296875
70,0.1,max_perf_corr,0.2,0,13.919605177109313,0.15952110290527344
71,0.1,max_perf_corr,0.2,1,11.733944266067562,0.16065573692321777
72,0.1,max_perf_corr,0.2,2,18.94814457387372,0.15921568870544434
73,0.1,max_perf_corr,0.2,3,14.229381876603183,0.166032075881958
74,0.1,max_perf_corr,0.2,4,14.049354758196635,0.1550307273864746
75,0.1,max_perf_corr,0.2,5,10.718385480772278,0.1559607982635498
76,0.1,max_perf_corr,0.2,6,9.710981782120001,0.15302801132202148
77,0.1,max_perf_corr,0.2,7,3.760783501514515,0.15455293655395508
78,0.1,max_perf_corr,0.2,8,9.702066092395963,0.161726713180542
79,0.1,max_perf_corr,0.2,9,10.39308392065745,0.15523552894592285
80,0.1,random,0.30000000000000004,0,18.889021362395358,0.03310751914978027
81,0.1,random,0.30000000000000004,1,9.026495639845923,0.04417777061462402
82,0.1,random,0.30000000000000004,2,16.700602858087176,0.048113107681274414
83,0.1,random,0.30000000000000004,3,21.083666978271502,0.04772782325744629
84,0.1,random,0.30000000000000004,4,21.34112829211382,0.036805152893066406
85,0.1,random,0.30000000000000004,5,14.818608450844486,0.037168264389038086
86,0.1,random,0.30000000000000004,6,22.656905979851068,0.03670191764831543
