,soft,perf,nb_inputs,nb_config,mae
594,x264,size,10,0.6,0.39535818872948225
595,x264,size,25,0.6,0.36100944313383876
596,x264,size,50,0.6,0.3431523316741102
597,x264,size,100,0.6,0.32280243179347035
598,x264,size,200,0.6,0.30929646461365345
599,x264,size,300,0.6,0.3008750609717926
600,x264,size,500,0.6,0.2922855562687294
601,x264,size,1000,0.6,0.2849083695582221
602,x264,kbs,2,0.6,0.5100121829819084
603,x264,kbs,5,0.6,0.4479983322427212
604,x264,kbs,10,0.6,0.4045034746050808
605,x264,kbs,25,0.6,0.35754630104297547
606,x264,kbs,50,0.6,0.340719292205329
607,x264,kbs,100,0.6,0.324900842541598
608,x264,kbs,200,0.6,0.3085588696855962
609,x264,kbs,300,0.6,0.3030095712177874
610,x264,kbs,500,0.6,0.29515463785439877
611,x264,kbs,1000,0.6,0.28490592967367745
612,x264,fps,2,0.6,0.2953232191482533
613,x264,fps,5,0.6,0.2577508381837763
614,x264,fps,10,0.6,0.2269639471729517
615,x264,fps,25,0.6,0.19036512238114126
616,x264,fps,50,0.6,0.17035067461513753
617,x264,fps,100,0.6,0.1540931942016415
618,x264,fps,200,0.6,0.14468753905899878
619,x264,fps,300,0.6,0.14162219330826842
620,x264,fps,500,0.6,0.13710343756817953
621,x264,fps,1000,0.6,0.13390439066185794
622,x264,etime,2,0.6,0.13627114976928567
623,x264,etime,5,0.6,0.1272002780737858
624,x264,etime,10,0.6,0.11191983752188854
625,x264,etime,25,0.6,0.09927042892656912
626,x264,etime,50,0.6,0.09034950413356774
627,x264,etime,100,0.6,0.0858321334041192
628,x264,etime,200,0.6,0.08154326926915662
629,x264,etime,300,0.6,0.07968345169750857
630,x264,etime,500,0.6,0.077250774554539
631,x264,etime,1000,0.6,0.07539132523258442
632,x264,cpu,2,0.6,0.44132177658373056
633,x264,cpu,5,0.6,0.3755337819148301
634,x264,cpu,10,0.6,0.3354944235436736
635,x264,cpu,25,0.6,0.30374080921839397
636,x264,cpu,50,0.6,0.28174794032118
637,x264,cpu,100,0.6,0.2632722134738061
638,x264,cpu,200,0.6,0.24918696609171115
639,x264,cpu,300,0.6,0.2435943495264759
640,x264,cpu,500,0.6,0.2375133137429527
641,x264,cpu,1000,0.6,0.2313754439772625
642,x264,size,2,0.7,0.5288836734298332
643,x264,size,5,0.7,0.4542842756579336
644,x264,size,10,0.7,0.3911202559678362
645,x264,size,25,0.7,0.3594558720725004
646,x264,size,50,0.7,0.3437635159090895
647,x264,size,100,0.7,0.3200740018427363
648,x264,size,200,0.7,0.30931864392572994
649,x264,size,300,0.7,0.3021073234619667
650,x264,size,500,0.7,0.2937095776830614
651,x264,size,1000,0.7,0.28472389763536515
652,x264,kbs,2,0.7,0.5291273112573471
653,x264,kbs,5,0.7,0.44876441550073404
654,x264,kbs,10,0.7,0.39390050507067415
655,x264,kbs,25,0.7,0.3581340656563501
656,x264,kbs,50,0.7,0.3353806897778585
657,x264,kbs,100,0.7,0.3201346499741269
658,x264,kbs,200,0.7,0.3084665042854622
659,x264,kbs,300,0.7,0.3000533419470039
660,x264,kbs,500,0.7,0.2929990407657578
661,x264,kbs,1000,0.7,0.2835527442185369
662,x264,fps,2,0.7,0.2671984023417393
663,x264,fps,5,0.7,0.2541518198060748
664,x264,fps,10,0.7,0.21634528656177476
665,x264,fps,25,0.7,0.18845259289397776
666,x264,fps,50,0.7,0.17039431325264734
667,x264,fps,100,0.7,0.1536579415262868
668,x264,fps,200,0.7,0.14471830783487633
669,x264,fps,300,0.7,0.1405685254529231
670,x264,fps,500,0.7,0.13695911084611537
671,x264,fps,1000,0.7,0.1323855284214467
672,x264,etime,2,0.7,0.15379593180668322
673,x264,etime,5,0.7,0.11770352631329689
674,x264,etime,10,0.7,0.10856260537104792
675,x264,etime,25,0.7,0.09537008552486656
676,x264,etime,50,0.7,0.09158743938180923
677,x264,etime,100,0.7,0.08439600392750103
678,x264,etime,200,0.7,0.08085962382704204
679,x264,etime,300,0.7,0.07837313148900021
680,x264,etime,500,0.7,0.07704407653033724
681,x264,etime,1000,0.7,0.07474875956559938
682,x264,cpu,2,0.7,0.39829404128860935
683,x264,cpu,5,0.7,0.3732081632735314
684,x264,cpu,10,0.7,0.32397788252239923
685,x264,cpu,25,0.7,0.298908312139364
686,x264,cpu,50,0.7,0.2762378163355335
687,x264,cpu,100,0.7,0.2618212902446515
688,x264,cpu,200,0.7,0.24579710159614981
689,x264,cpu,300,0.7,0.24024279402566912
690,x264,cpu,500,0.7,0.23324567288052758
691,x264,cpu,1000,0.7,0.22772462918606795
692,x264,size,2,0.8,0.5233003926933345
693,x264,size,5,0.8,0.4633552782508895
694,x264,size,10,0.8,0.4040299974802933
695,x264,size,25,0.8,0.3561430363937542
696,x264,size,50,0.8,0.3418552503039701
697,x264,size,100,0.8,0.3213688369473974
698,x264,size,200,0.8,0.3070848656968234
699,x264,size,300,0.8,0.3013659587453186
700,x264,size,500,0.8,0.2926956362911389
701,x264,size,1000,0.8,0.28472100830626135
702,x264,kbs,2,0.8,0.5286825493823586
703,x264,kbs,5,0.8,0.4302273616293665
704,x264,kbs,10,0.8,0.40289038268870225
705,x264,kbs,25,0.8,0.3661879908885679
706,x264,kbs,50,0.8,0.339644735030156
707,x264,kbs,100,0.8,0.3205688045372195
708,x264,kbs,200,0.8,0.30850865922808857
709,x264,kbs,300,0.8,0.2997334186102073
710,x264,kbs,500,0.8,0.29324885979428844
711,x264,kbs,1000,0.8,0.28547643003733114
712,x264,fps,2,0.8,0.2896654374773601
713,x264,fps,5,0.8,0.24640198192599738
714,x264,fps,10,0.8,0.22589240453691367
715,x264,fps,25,0.8,0.18694040183633376
716,x264,fps,50,0.8,0.16552407789187382
717,x264,fps,100,0.8,0.15286577567570686
718,x264,fps,200,0.8,0.14563733380076774
719,x264,fps,300,0.8,0.14127326147034336
720,x264,fps,500,0.8,0.13712690180909415
721,x264,fps,1000,0.8,0.13362169158361686
722,x264,etime,2,0.8,0.14380685165762
723,x264,etime,5,0.8,0.12597705645313922
724,x264,etime,10,0.8,0.1080397260931516
725,x264,etime,25,0.8,0.09764994868931347
726,x264,etime,50,0.8,0.09036126580237222
727,x264,etime,100,0.8,0.08479219119647946
728,x264,etime,200,0.8,0.08072387433688588
729,x264,etime,300,0.8,0.07903230327560688
730,x264,etime,500,0.8,0.07689380329978635
731,x264,etime,1000,0.8,0.07493039671577956
732,x264,cpu,2,0.8,0.4213552732589443
733,x264,cpu,5,0.8,0.359755228413461
734,x264,cpu,10,0.8,0.33167349689861847
735,x264,cpu,25,0.8,0.3013466970689486
736,x264,cpu,50,0.8,0.27827841989452373
737,x264,cpu,100,0.8,0.2602904882252882
738,x264,cpu,200,0.8,0.24744497517195452
739,x264,cpu,300,0.8,0.24040780744654167
740,x264,cpu,500,0.8,0.23455571822760435
741,x264,cpu,1000,0.8,0.22818555512193356
742,x264,size,2,0.9,0.5036241384002924
743,x264,size,5,0.9,0.43803715430076273
744,x264,size,10,0.9,0.39500443143047004
745,x264,size,25,0.9,0.35953946014918836
746,x264,size,50,0.9,0.33807947771548846
747,x264,size,100,0.9,0.32782870634193034
748,x264,size,200,0.9,0.3087160885827554
749,x264,size,300,0.9,0.30331429146412825
750,x264,size,500,0.9,0.2929759021887187
751,x264,size,1000,0.9,0.28657650746266117
752,x264,kbs,2,0.9,0.5359082120548728
753,x264,kbs,5,0.9,0.4462755987558904
754,x264,kbs,10,0.9,0.39339577243856105
755,x264,kbs,25,0.9,0.3566077687375103
756,x264,kbs,50,0.9,0.3372263178935536
757,x264,kbs,100,0.9,0.32193455457333914
758,x264,kbs,200,0.9,0.3097212519372323
759,x264,kbs,300,0.9,0.30197930597326933
760,x264,kbs,500,0.9,0.2925972848233812
761,x264,kbs,1000,0.9,0.2885241544631302
762,x264,fps,2,0.9,0.2822487722563717
763,x264,fps,5,0.9,0.2294064529224494
764,x264,fps,10,0.9,0.22230478292212766
765,x264,fps,25,0.9,0.1847530269723217
766,x264,fps,50,0.9,0.16541335562372292
767,x264,fps,100,0.9,0.1529974660995553
768,x264,fps,200,0.9,0.14422868250553328
769,x264,fps,300,0.9,0.14015333955757886
770,x264,fps,500,0.9,0.13661277384662374
771,x264,fps,1000,0.9,0.13270519085893917
772,x264,etime,2,0.9,0.13528885492300036
773,x264,etime,5,0.9,0.117768360669953
774,x264,etime,10,0.9,0.10482451363379303
775,x264,etime,25,0.9,0.097169246043677
776,x264,etime,50,0.9,0.08811022917157618
777,x264,etime,100,0.9,0.08499753103393523
778,x264,etime,200,0.9,0.08002247766742188
779,x264,etime,300,0.9,0.07844962065871797
780,x264,etime,500,0.9,0.07587531572772252
781,x264,etime,1000,0.9,0.0742403659566907
782,x264,cpu,2,0.9,0.40849263250314694
783,x264,cpu,5,0.9,0.35444114177587954
784,x264,cpu,10,0.9,0.3358971785002142
785,x264,cpu,25,0.9,0.299155973546283
786,x264,cpu,50,0.9,0.28089057161302544
787,x264,cpu,100,0.9,0.2579195380675692
788,x264,cpu,200,0.9,0.24617633791944704
789,x264,cpu,300,0.9,0.24092141791210675
790,x264,cpu,500,0.9,0.23385036288501254
791,x264,cpu,1000,0.9,0.22788674813092102
792,gcc,size,2,0.1,0.46348731118071773
793,gcc,size,5,0.1,0.4757156517644944
794,gcc,size,10,0.1,0.46863985564844435
795,gcc,size,20,0.1,0.44523611427088994
796,gcc,size,25,0.1,0.42531345746689225
797,gcc,ctime,2,0.1,0.44595183301870167
798,gcc,ctime,5,0.1,0.37770558283646627
799,gcc,ctime,10,0.1,0.3317937497103738
800,gcc,ctime,20,0.1,0.312780523811222
801,gcc,ctime,25,0.1,0.32021518878224475
802,gcc,exec,2,0.1,0.5759214296302368
803,gcc,exec,5,0.1,0.580382270012144
804,gcc,exec,10,0.1,0.5754101900967165
805,gcc,exec,20,0.1,0.5876965812416439
806,gcc,exec,25,0.1,0.5723654469807048
807,gcc,size,2,0.2,0.5025844284179926
808,gcc,size,5,0.2,0.45570092513547233
809,gcc,size,10,0.2,0.4418815665880932
810,gcc,size,20,0.2,0.42925836666282663
811,gcc,size,25,0.2,0.42907994529936005
812,gcc,ctime,2,0.2,0.3620488762407923
813,gcc,ctime,5,0.2,0.32442289589635953
814,gcc,ctime,10,0.2,0.30477927165310403
815,gcc,ctime,20,0.2,0.300288140670153
816,gcc,ctime,25,0.2,0.30059241292672323
817,gcc,exec,2,0.2,0.647710962492702
818,gcc,exec,5,0.2,0.5586961228054063
819,gcc,exec,10,0.2,0.5558305224682406
820,gcc,exec,20,0.2,0.6020205507852647
821,gcc,exec,25,0.2,0.581285380934627
822,gcc,size,2,0.3,0.4417534998321425
823,gcc,size,5,0.3,0.4139971044401076
824,gcc,size,10,0.3,0.40561547303889167
825,gcc,size,20,0.3,0.41724106520475346
826,gcc,size,25,0.3,0.38660285331188116
827,gcc,ctime,2,0.3,0.3596002418199744
828,gcc,ctime,5,0.3,0.3300642619934349
829,gcc,ctime,10,0.3,0.32092317222454847
830,gcc,ctime,20,0.3,0.3044228399400246
831,gcc,ctime,25,0.3,0.29913065446838205
832,gcc,exec,2,0.3,0.4884226438141061
833,gcc,exec,5,0.3,0.5652122701399271
834,gcc,exec,10,0.3,0.539610929581197
835,gcc,exec,20,0.3,0.5546981736160594
836,gcc,exec,25,0.3,0.5914741141311441
837,gcc,size,2,0.4,0.414240499042737
838,gcc,size,5,0.4,0.40063009049398535
839,gcc,size,10,0.4,0.44869612195373965
840,gcc,size,20,0.4,0.4325731841410356
841,gcc,size,25,0.4,0.42962446014334027
842,gcc,ctime,2,0.4,0.353609599560928
843,gcc,ctime,5,0.4,0.3290324750637274
844,gcc,ctime,10,0.4,0.32209713661734685
845,gcc,ctime,20,0.4,0.3093481364912672
846,gcc,ctime,25,0.4,0.3014993386726359
847,gcc,exec,2,0.4,0.5387391709873685
848,gcc,exec,5,0.4,0.5759098926133273
849,gcc,exec,10,0.4,0.5606697150820434
850,gcc,exec,20,0.4,0.5645890415629727
851,gcc,exec,25,0.4,0.5797917456820754
852,gcc,size,2,0.5,0.3784542108045523
853,gcc,size,5,0.5,0.3920242180894643
854,gcc,size,10,0.5,0.41355888624880677
855,gcc,size,20,0.5,0.37508106286118137
856,gcc,size,25,0.5,0.42128397187682953
857,gcc,ctime,2,0.5,0.32973105556162036
858,gcc,ctime,5,0.5,0.3232135460082177
859,gcc,ctime,10,0.5,0.3099321230507004
860,gcc,ctime,20,0.5,0.28955788387492726
861,gcc,ctime,25,0.5,0.30110640377624875
862,gcc,exec,2,0.5,0.4940520677881236
863,gcc,exec,5,0.5,0.5743691567452105
864,gcc,exec,10,0.5,0.5575146325541784
865,gcc,exec,20,0.5,0.554921382547767
866,gcc,exec,25,0.5,0.5570592580152657
867,gcc,size,2,0.6,0.3973618770765205
868,gcc,size,5,0.6,0.40168550192124963
869,gcc,size,10,0.6,0.39085833142237325
870,gcc,size,20,0.6,0.4015122792987541
871,gcc,size,25,0.6,0.40437478103426316
872,gcc,ctime,2,0.6,0.3459861738284128
873,gcc,ctime,5,0.6,0.33203365095486326
874,gcc,ctime,10,0.6,0.32344369603589507
875,gcc,ctime,20,0.6,0.31359816097725585
876,gcc,ctime,25,0.6,0.30080689727697985
877,gcc,exec,2,0.6,0.5186597177553314
878,gcc,exec,5,0.6,0.5844086546051466
879,gcc,exec,10,0.6,0.6100230279754228
880,gcc,exec,20,0.6,0.6490715925052566
881,gcc,exec,25,0.6,0.5602398008025555
882,gcc,size,2,0.7,0.38595225994295557
883,gcc,size,5,0.7,0.40422181620748676
884,gcc,size,10,0.7,0.4099730032325727
885,gcc,size,20,0.7,0.4080344049306851
886,gcc,size,25,0.7,0.39728862307622187
887,gcc,ctime,2,0.7,0.31663065220015685
888,gcc,ctime,5,0.7,0.3321597960973197
889,gcc,ctime,10,0.7,0.31786066985999634
890,gcc,ctime,20,0.7,0.28706536875068167
891,gcc,ctime,25,0.7,0.2966896989003389
892,gcc,exec,2,0.7,0.5234047753547797
893,gcc,exec,5,0.7,0.567817455784748
894,gcc,exec,10,0.7,0.5747306361702357
895,gcc,exec,20,0.7,0.5758927922876382
896,gcc,exec,25,0.7,0.5925466122095316
897,gcc,size,2,0.8,0.3847665950433239
898,gcc,size,5,0.8,0.3902332429026625
899,gcc,size,10,0.8,0.41785415023457473
900,gcc,size,20,0.8,0.40185898729513986
901,gcc,size,25,0.8,0.4212945026186655
902,gcc,ctime,2,0.8,0.341654878629425
903,gcc,ctime,5,0.8,0.33730245339058607
904,gcc,ctime,10,0.8,0.31396317392717665
905,gcc,ctime,20,0.8,0.28524501366185373
906,gcc,ctime,25,0.8,0.2895474718454488
907,gcc,exec,2,0.8,0.49621831221468754
908,gcc,exec,5,0.8,0.5917720334447905
909,gcc,exec,10,0.8,0.5426751401319646
910,gcc,exec,20,0.8,0.5885992057513226
911,gcc,exec,25,0.8,0.5253791807258461
912,gcc,size,2,0.9,0.3726783967215268
913,gcc,size,5,0.9,0.3873811395063518
914,gcc,size,10,0.9,0.3890290998277086
915,gcc,size,20,0.9,0.3974082245921506
916,gcc,size,25,0.9,0.4133916777800607
917,gcc,ctime,2,0.9,0.3315867419187848
918,gcc,ctime,5,0.9,0.3171233647741184
919,gcc,ctime,10,0.9,0.3081110678647362
920,gcc,ctime,20,0.9,0.29396467273460936
921,gcc,ctime,25,0.9,0.28703287462297117
922,gcc,exec,2,0.9,0.5708668284832072
923,gcc,exec,5,0.9,0.5911360839515287
924,gcc,exec,10,0.9,0.5844250002058049
925,gcc,exec,20,0.9,0.5681045055624997
926,gcc,exec,25,0.9,0.5587259769792503
927,lingeling,conflicts,2,0.1,0.8997977925259194
928,lingeling,conflicts,5,0.1,0.8873994183838835
929,lingeling,conflicts,10,0.1,0.8257886083287471
930,lingeling,conflicts,20,0.1,0.8144926369248153
931,lingeling,conflicts,50,0.1,0.7713992162454082
932,lingeling,conflicts,100,0.1,0.7380546035954134
933,lingeling,conflicts,150,0.1,0.7279397876935014
934,lingeling,conflicts,200,0.1,0.7183833736626464
935,lingeling,cps,2,0.1,0.8712132530528682
936,lingeling,cps,5,0.1,0.8922741153738956
937,lingeling,cps,10,0.1,0.8236340002566531
938,lingeling,cps,20,0.1,0.8184965094270915
939,lingeling,cps,50,0.1,0.7580658335024468
940,lingeling,cps,100,0.1,0.7381647663517984
941,lingeling,cps,150,0.1,0.7278830070520741
942,lingeling,cps,200,0.1,0.7299952648767962
943,lingeling,reductions,2,0.1,0.8302594582265465
944,lingeling,reductions,5,0.1,0.8111666606771921
945,lingeling,reductions,10,0.1,0.7737921693400971
946,lingeling,reductions,20,0.1,0.7399077985218886
947,lingeling,reductions,50,0.1,0.713695848223133
948,lingeling,reductions,100,0.1,0.7010271285226075
949,lingeling,reductions,150,0.1,0.7002439587123476
950,lingeling,reductions,200,0.1,0.6880429471544858
951,lingeling,conflicts,2,0.2,0.8898885959648355
952,lingeling,conflicts,5,0.2,0.8540478066485587
953,lingeling,conflicts,10,0.2,0.8086721995360084
954,lingeling,conflicts,20,0.2,0.8054429384089935
955,lingeling,conflicts,50,0.2,0.7555388159626559
956,lingeling,conflicts,100,0.2,0.7314118605797868
957,lingeling,conflicts,150,0.2,0.7160690589861531
958,lingeling,conflicts,200,0.2,0.7042554407685615
959,lingeling,cps,2,0.2,0.9756305349998122
960,lingeling,cps,5,0.2,0.8542906698437047
961,lingeling,cps,10,0.2,0.8468700531875153
962,lingeling,cps,20,0.2,0.7960530142975307
963,lingeling,cps,50,0.2,0.7585064209787917
964,lingeling,cps,100,0.2,0.7398350156753077
965,lingeling,cps,150,0.2,0.7124243196821693
966,lingeling,cps,200,0.2,0.6955443134910517
967,lingeling,reductions,2,0.2,0.9281632685636761
968,lingeling,reductions,5,0.2,0.8375203084164219
969,lingeling,reductions,10,0.2,0.7769737912668763
970,lingeling,reductions,20,0.2,0.7397261175185297
971,lingeling,reductions,50,0.2,0.7097566803305324
972,lingeling,reductions,100,0.2,0.6990635522627101
973,lingeling,reductions,150,0.2,0.6835035946353094
974,lingeling,reductions,200,0.2,0.6719472441419455
975,lingeling,conflicts,2,0.3,0.9205963281843623
976,lingeling,conflicts,5,0.3,0.8657546884790803
977,lingeling,conflicts,10,0.3,0.832132657493701
978,lingeling,conflicts,20,0.3,0.798815154060929
979,lingeling,conflicts,50,0.3,0.7559534209981855
980,lingeling,conflicts,100,0.3,0.720388798241289
981,lingeling,conflicts,150,0.3,0.6916246193490361
982,lingeling,conflicts,200,0.3,0.6865712053901813
983,lingeling,cps,2,0.3,0.9620499742938187
984,lingeling,cps,5,0.3,0.8806593445054223
985,lingeling,cps,10,0.3,0.8220748995475762
986,lingeling,cps,20,0.3,0.7957358961250999
987,lingeling,cps,50,0.3,0.7625539544213802
988,lingeling,cps,100,0.3,0.7211790253716599
989,lingeling,cps,150,0.3,0.7007777483939501
990,lingeling,cps,200,0.3,0.6920940867643337
991,lingeling,reductions,2,0.3,0.8743342169732716
992,lingeling,reductions,5,0.3,0.8284928058470191
993,lingeling,reductions,10,0.3,0.7750303602642383
994,lingeling,reductions,20,0.3,0.7354970208982599
995,lingeling,reductions,50,0.3,0.7066558801775051
996,lingeling,reductions,100,0.3,0.6862890858486763
997,lingeling,reductions,150,0.3,0.676416678663715
998,lingeling,reductions,200,0.3,0.6602434950489693
999,lingeling,conflicts,2,0.4,0.9708463406376875
1000,lingeling,conflicts,5,0.4,0.8822929148752403
1001,lingeling,conflicts,10,0.4,0.8516781560876632
1002,lingeling,conflicts,20,0.4,0.7933999258672797
1003,lingeling,conflicts,50,0.4,0.7654844153942373
1004,lingeling,conflicts,100,0.4,0.7259740069634784
1005,lingeling,conflicts,150,0.4,0.7003908189889673
1006,lingeling,conflicts,200,0.4,0.6873994390662794
1007,lingeling,cps,2,0.4,0.962044862105368
1008,lingeling,cps,5,0.4,0.8768722112124528
1009,lingeling,cps,10,0.4,0.8344373865557746
1010,lingeling,cps,20,0.4,0.8023585947194507
1011,lingeling,cps,50,0.4,0.7547568353017606
1012,lingeling,cps,100,0.4,0.7136356167337872
1013,lingeling,cps,150,0.4,0.6936406091475827
1014,lingeling,cps,200,0.4,0.6820179043030753
1015,lingeling,reductions,2,0.4,0.9153974018087767
1016,lingeling,reductions,5,0.4,0.8029123441487065
1017,lingeling,reductions,10,0.4,0.8076074259116908
1018,lingeling,reductions,20,0.4,0.7533483084376549
1019,lingeling,reductions,50,0.4,0.7202402766185667
1020,lingeling,reductions,100,0.4,0.6979050518189742
1021,lingeling,reductions,150,0.4,0.676315182321853
1022,lingeling,reductions,200,0.4,0.6640964071427218
1023,lingeling,conflicts,2,0.5,0.976580480073534
1024,lingeling,conflicts,5,0.5,0.8910114974708632
1025,lingeling,conflicts,10,0.5,0.8178644211561259
1026,lingeling,conflicts,20,0.5,0.8058169177681678
1027,lingeling,conflicts,50,0.5,0.7492665847964066
1028,lingeling,conflicts,100,0.5,0.7147639040121595
1029,lingeling,conflicts,150,0.5,0.6855156125551005
1030,lingeling,conflicts,200,0.5,0.685495449785817
1031,lingeling,cps,2,0.5,0.9614879982001692
1032,lingeling,cps,5,0.5,0.9107997006783614
1033,lingeling,cps,10,0.5,0.867456256047741
1034,lingeling,cps,20,0.5,0.8047892063148391
1035,lingeling,cps,50,0.5,0.7577271564449896
1036,lingeling,cps,100,0.5,0.7035289386958645
1037,lingeling,cps,150,0.5,0.6900662101645275
1038,lingeling,cps,200,0.5,0.6792947221238211
1039,lingeling,reductions,2,0.5,0.8988671347780448
1040,lingeling,reductions,5,0.5,0.8269420719749835
1041,lingeling,reductions,10,0.5,0.7730415462394553
1042,lingeling,reductions,20,0.5,0.7524035786169765
1043,lingeling,reductions,50,0.5,0.7227323346277338
1044,lingeling,reductions,100,0.5,0.6809141869434467
1045,lingeling,reductions,150,0.5,0.670868345322513
1046,lingeling,reductions,200,0.5,0.6653442566940768
1047,lingeling,conflicts,2,0.6,0.9513888875998966
1048,lingeling,conflicts,5,0.6,0.9077824996492021
1049,lingeling,conflicts,10,0.6,0.8549679155315822
1050,lingeling,conflicts,20,0.6,0.8018736936532695
1051,lingeling,conflicts,50,0.6,0.748621308552702
1052,lingeling,conflicts,100,0.6,0.7134326084353949
1053,lingeling,conflicts,150,0.6,0.6794526099053029
1054,lingeling,conflicts,200,0.6,0.6673427587471026
1055,lingeling,cps,2,0.6,0.9755901168910281
1056,lingeling,cps,5,0.6,0.9051127534885487
1057,lingeling,cps,10,0.6,0.8299421428052349
1058,lingeling,cps,20,0.6,0.8130690892480759
1059,lingeling,cps,50,0.6,0.7470400513990129
1060,lingeling,cps,100,0.6,0.7076128960376735
1061,lingeling,cps,150,0.6,0.681094133474502
1062,lingeling,cps,200,0.6,0.6765974918342919
1063,lingeling,reductions,2,0.6,0.9292663620261448
1064,lingeling,reductions,5,0.6,0.8103480476656466
1065,lingeling,reductions,10,0.6,0.8289802863611893
1066,lingeling,reductions,20,0.6,0.7569537481352624
1067,lingeling,reductions,50,0.6,0.7244636513433543
1068,lingeling,reductions,100,0.6,0.6833475882991057
1069,lingeling,reductions,150,0.6,0.6754678085196634
1070,lingeling,reductions,200,0.6,0.6568194842417645
1071,lingeling,conflicts,2,0.7,0.9943607756162911
1072,lingeling,conflicts,5,0.7,0.9122876611556985
1073,lingeling,conflicts,10,0.7,0.8729710381251153
1074,lingeling,conflicts,20,0.7,0.7950423638172306
1075,lingeling,conflicts,50,0.7,0.7369832396889779
1076,lingeling,conflicts,100,0.7,0.7004511609666251
1077,lingeling,conflicts,150,0.7,0.6836654754531502
1078,lingeling,conflicts,200,0.7,0.6678192107702596
1079,lingeling,cps,2,0.7,1.007805257891832
1080,lingeling,cps,5,0.7,0.889091038417323
1081,lingeling,cps,10,0.7,0.8429682904193716
1082,lingeling,cps,20,0.7,0.8144440188328954
1083,lingeling,cps,50,0.7,0.7305681457895516
1084,lingeling,cps,100,0.7,0.7027422555137883
1085,lingeling,cps,150,0.7,0.6787667759706173
1086,lingeling,cps,200,0.7,0.6672361767334027
1087,lingeling,reductions,2,0.7,0.9416657400100861
1088,lingeling,reductions,5,0.7,0.8355041785528579
1089,lingeling,reductions,10,0.7,0.8031934996705199
1090,lingeling,reductions,20,0.7,0.7625708488218477
1091,lingeling,reductions,50,0.7,0.7190521953276572
1092,lingeling,reductions,100,0.7,0.6757075954966414
1093,lingeling,reductions,150,0.7,0.6658745338585577
1094,lingeling,reductions,200,0.7,0.6499278570192936
1095,lingeling,conflicts,2,0.8,1.0060801401903139
1096,lingeling,conflicts,5,0.8,0.9171867917747549
1097,lingeling,conflicts,10,0.8,0.8547264067478733
1098,lingeling,conflicts,20,0.8,0.7942061141486128
1099,lingeling,conflicts,50,0.8,0.7440246326929678
1100,lingeling,conflicts,100,0.8,0.7038093255696705
1101,lingeling,conflicts,150,0.8,0.6757793349990553
1102,lingeling,conflicts,200,0.8,0.65527841350483
1103,lingeling,cps,2,0.8,0.9997221804890759
1104,lingeling,cps,5,0.8,0.9333321841211362
1105,lingeling,cps,10,0.8,0.8644059258782786
1106,lingeling,cps,20,0.8,0.8096470305946585
1107,lingeling,cps,50,0.8,0.741084730451569
1108,lingeling,cps,100,0.8,0.694271777533823
1109,lingeling,cps,150,0.8,0.6782134104846393
1110,lingeling,cps,200,0.8,0.6629327894760056
1111,lingeling,reductions,2,0.8,0.9284663988517975
1112,lingeling,reductions,5,0.8,0.8375040332771475
1113,lingeling,reductions,10,0.8,0.7996927563988361
1114,lingeling,reductions,20,0.8,0.7594073178776243
1115,lingeling,reductions,50,0.8,0.7137062069659098
1116,lingeling,reductions,100,0.8,0.683176479124661
1117,lingeling,reductions,150,0.8,0.6645991226146069
1118,lingeling,reductions,200,0.8,0.653807530374567
1119,lingeling,conflicts,2,0.9,1.0051308065279372
1120,lingeling,conflicts,5,0.9,0.9028368681774271
1121,lingeling,conflicts,10,0.9,0.862230300794966
1122,lingeling,conflicts,20,0.9,0.8027896914165848
1123,lingeling,conflicts,50,0.9,0.729102724343117
1124,lingeling,conflicts,100,0.9,0.6907727843230201
1125,lingeling,conflicts,150,0.9,0.6718527353683192
1126,lingeling,conflicts,200,0.9,0.6632414326060103
1127,lingeling,cps,2,0.9,1.024828091446123
1128,lingeling,cps,5,0.9,0.9044718932301028
1129,lingeling,cps,10,0.9,0.8660992740342417
1130,lingeling,cps,20,0.9,0.8153322169085689
1131,lingeling,cps,50,0.9,0.7389769761112077
1132,lingeling,cps,100,0.9,0.6863181513124555
1133,lingeling,cps,150,0.9,0.6764840270531218
1134,lingeling,cps,200,0.9,0.6588299844056293
1135,lingeling,reductions,2,0.9,0.9774268257393086
1136,lingeling,reductions,5,0.9,0.8501777694093715
1137,lingeling,reductions,10,0.9,0.8146720400676319
1138,lingeling,reductions,20,0.9,0.7651149891432678
1139,lingeling,reductions,50,0.9,0.7094837480195995
1140,lingeling,reductions,100,0.9,0.673484160643377
1141,lingeling,reductions,150,0.9,0.6725373790603155
1142,lingeling,reductions,200,0.9,0.6544389922846128
1143,sqlite,q1,2,0.1,0.8247453736353928
1144,sqlite,q1,5,0.1,0.6166879903215603
1145,sqlite,q1,10,0.1,0.544754287422923
1146,sqlite,q1,20,0.1,0.40312729222462707
1147,sqlite,q1,50,0.1,0.4005746112201648
1148,sqlite,q1,75,0.1,0.37637653924900627
1149,sqlite,q1,100,0.1,0.3805100850193851
1150,sqlite,q1,120,0.1,0.36364964151643664
1151,sqlite,q2,2,0.1,0.639174193849525
1152,sqlite,q2,5,0.1,0.3868463657580988
1153,sqlite,q2,10,0.1,0.22453195145728488
1154,sqlite,q2,20,0.1,0.07718571534702927
1155,sqlite,q2,50,0.1,0.06912647829866658
1156,sqlite,q2,75,0.1,0.06610764972430255
1157,sqlite,q2,100,0.1,0.06407031203645307
