,soft,perf,nb_inputs,is_tech,mae
407,lingeling,cps,5,submodular,0.8869354308133042
408,lingeling,cps,5,hdbscan,0.9275134865236565
409,lingeling,cps,10,random,0.9412452734222659
410,lingeling,cps,10,kmeans,1.035592076571938
411,lingeling,cps,10,submodular,0.900343358658635
412,lingeling,cps,10,hdbscan,0.9434526367827768
413,lingeling,cps,20,random,0.8800293097504784
414,lingeling,cps,20,kmeans,1.0128883114406362
415,lingeling,cps,20,submodular,0.9250869881162138
416,lingeling,cps,20,hdbscan,0.9025108473702398
417,lingeling,cps,50,random,0.8519760756686863
418,lingeling,cps,50,kmeans,1.0037670251794235
419,lingeling,cps,50,submodular,0.9977323406881717
420,lingeling,cps,50,hdbscan,0.8442878976021684
421,lingeling,cps,100,random,0.8347745363383886
422,lingeling,cps,100,kmeans,1.0240320477456328
423,lingeling,cps,100,submodular,0.9549675967865289
424,lingeling,cps,100,hdbscan,0.8106632954813049
425,lingeling,cps,150,random,0.7971700358816431
426,lingeling,cps,150,kmeans,1.0260694319090375
427,lingeling,cps,150,submodular,0.8486689957544444
428,lingeling,cps,150,hdbscan,0.8403044327785076
429,lingeling,cps,200,random,0.798874643841917
430,lingeling,cps,200,kmeans,0.756755231588508
431,lingeling,cps,200,submodular,0.9064012260674874
432,lingeling,cps,200,hdbscan,0.8670436252346642
433,lingeling,reductions,5,random,1.0165500662963747
434,lingeling,reductions,5,kmeans,0.5862922337451745
435,lingeling,reductions,5,submodular,0.8290191449746509
436,lingeling,reductions,5,hdbscan,0.8868940326028694
437,lingeling,reductions,10,random,0.7667211877703901
438,lingeling,reductions,10,kmeans,1.0026928504036254
439,lingeling,reductions,10,submodular,0.8412205150088635
440,lingeling,reductions,10,hdbscan,0.8888208422495703
441,lingeling,reductions,20,random,0.8623575881762321
442,lingeling,reductions,20,kmeans,0.989683002155278
443,lingeling,reductions,20,submodular,0.8668508857326381
444,lingeling,reductions,20,hdbscan,0.8589486578953087
445,lingeling,reductions,50,random,0.8055860499117043
446,lingeling,reductions,50,kmeans,0.9526561299496518
447,lingeling,reductions,50,submodular,0.9301638358524562
448,lingeling,reductions,50,hdbscan,0.8431686720202551
449,lingeling,reductions,100,random,0.7788046637904655
450,lingeling,reductions,100,kmeans,0.9985067506849713
451,lingeling,reductions,100,submodular,0.887750471644958
452,lingeling,reductions,100,hdbscan,0.7828297757983879
453,lingeling,reductions,150,random,0.7617452123376901
454,lingeling,reductions,150,kmeans,0.917894366121876
455,lingeling,reductions,150,submodular,0.8209260476698151
456,lingeling,reductions,150,hdbscan,0.7996042061098232
457,lingeling,reductions,200,random,0.7521173109549186
458,lingeling,reductions,200,kmeans,0.6225237394923321
459,lingeling,reductions,200,submodular,0.8725955388802591
460,lingeling,reductions,200,hdbscan,0.8125601560999056
461,sqlite,q1,5,random,0.7447247850293905
462,sqlite,q1,5,kmeans,0.3140995215899391
463,sqlite,q1,5,submodular,0.7390965038340443
464,sqlite,q1,5,hdbscan,0.7491460039922574
465,sqlite,q1,10,random,0.3073817000310516
466,sqlite,q1,10,kmeans,0.2974624108705175
467,sqlite,q1,10,submodular,0.4141625391096054
468,sqlite,q1,10,hdbscan,0.31747166956639383
469,sqlite,q1,20,random,0.29162281601151907
470,sqlite,q1,20,kmeans,0.31857805910476156
471,sqlite,q1,20,submodular,0.30583529636036777
472,sqlite,q1,20,hdbscan,0.2907425658948486
473,sqlite,q1,50,random,0.28545591349897653
474,sqlite,q1,50,kmeans,0.37743434154803557
475,sqlite,q1,50,submodular,0.3301543922677028
476,sqlite,q1,50,hdbscan,0.30197644196922013
477,sqlite,q1,75,random,0.290591976358373
478,sqlite,q1,75,kmeans,0.3724918162663742
479,sqlite,q1,75,submodular,0.33344844281151664
480,sqlite,q1,75,hdbscan,0.33418505098846574
481,sqlite,q1,100,random,0.26675339363367306
482,sqlite,q1,100,kmeans,0.39472680752312145
483,sqlite,q1,100,submodular,0.3135655495677037
484,sqlite,q1,100,hdbscan,0.38200418254335106
485,sqlite,q1,120,random,0.3051667718332442
486,sqlite,q1,120,kmeans,0.3792278393814909
487,sqlite,q1,120,submodular,0.3339704018674784
488,sqlite,q1,120,hdbscan,0.42627457318292195
489,sqlite,q2,5,random,0.5368511636530863
490,sqlite,q2,5,kmeans,0.05902250394166856
491,sqlite,q2,5,submodular,0.5401187686863711
492,sqlite,q2,5,hdbscan,0.5523344557893713
493,sqlite,q2,10,random,0.058035654613318145
494,sqlite,q2,10,kmeans,0.06020074423295725
495,sqlite,q2,10,submodular,0.18221269045073513
496,sqlite,q2,10,hdbscan,0.07504290918508774
497,sqlite,q2,20,random,0.05342130594050948
498,sqlite,q2,20,kmeans,0.06391587675189601
499,sqlite,q2,20,submodular,0.061421796465073196
500,sqlite,q2,20,hdbscan,0.06645601860789487
501,sqlite,q2,50,random,0.05086616446955901
502,sqlite,q2,50,kmeans,0.06935757646464576
503,sqlite,q2,50,submodular,0.07005992224711238
504,sqlite,q2,50,hdbscan,0.061813500249958776
505,sqlite,q2,75,random,0.05423973756920153
506,sqlite,q2,75,kmeans,0.07212375863459156
507,sqlite,q2,75,submodular,0.07617196807440954
508,sqlite,q2,75,hdbscan,0.06690808381271814
509,sqlite,q2,100,random,0.051708411208351915
510,sqlite,q2,100,kmeans,0.07435592808065758
511,sqlite,q2,100,submodular,0.058780576493360624
512,sqlite,q2,100,hdbscan,0.0786743019953042
513,sqlite,q2,120,random,0.059278276449897895
514,sqlite,q2,120,kmeans,0.06748581814499571
515,sqlite,q2,120,submodular,0.062106974728578276
516,sqlite,q2,120,hdbscan,0.08716323352048533
517,sqlite,q3,5,random,0.6088214267192492
518,sqlite,q3,5,kmeans,0.13361364145596602
519,sqlite,q3,5,submodular,0.6170938046158694
520,sqlite,q3,5,hdbscan,0.6177564686671702
521,sqlite,q3,10,random,0.1353561112137371
522,sqlite,q3,10,kmeans,0.1368182292167329
523,sqlite,q3,10,submodular,0.25989039788385615
524,sqlite,q3,10,hdbscan,0.14129718089560242
525,sqlite,q3,20,random,0.12200415755471354
526,sqlite,q3,20,kmeans,0.14696629096503458
527,sqlite,q3,20,submodular,0.14333373096779098
528,sqlite,q3,20,hdbscan,0.1526602690358069
529,sqlite,q3,50,random,0.12300212096795718
530,sqlite,q3,50,kmeans,0.16949061098158844
531,sqlite,q3,50,submodular,0.16980702573952852
532,sqlite,q3,50,hdbscan,0.14816678829457935
533,sqlite,q3,75,random,0.12537472159932683
534,sqlite,q3,75,kmeans,0.17929244758784552
535,sqlite,q3,75,submodular,0.18168154234295023
536,sqlite,q3,75,hdbscan,0.16969602726169913
537,sqlite,q3,100,random,0.1149029148683742
538,sqlite,q3,100,kmeans,0.17657646001175706
539,sqlite,q3,100,submodular,0.15023892364694685
540,sqlite,q3,100,hdbscan,0.21056874239988782
541,sqlite,q3,120,random,0.12610340638784406
542,sqlite,q3,120,kmeans,0.14797359882720723
543,sqlite,q3,120,submodular,0.15964439432242514
544,sqlite,q3,120,hdbscan,0.23976072288114264
545,sqlite,q4,5,random,0.5796966176852999
546,sqlite,q4,5,kmeans,0.10628889647565536
547,sqlite,q4,5,submodular,0.5837953849913122
548,sqlite,q4,5,hdbscan,0.5885049261251594
549,sqlite,q4,10,random,0.10364108780354168
550,sqlite,q4,10,kmeans,0.105180159761465
551,sqlite,q4,10,submodular,0.22532138689075323
552,sqlite,q4,10,hdbscan,0.11142800729728393
553,sqlite,q4,20,random,0.09426566530331057
554,sqlite,q4,20,kmeans,0.10675886102602399
555,sqlite,q4,20,submodular,0.10726304328298401
556,sqlite,q4,20,hdbscan,0.09890085401086655
557,sqlite,q4,50,random,0.0960266865225209
558,sqlite,q4,50,kmeans,0.12137869442574815
559,sqlite,q4,50,submodular,0.1248339619818339
560,sqlite,q4,50,hdbscan,0.10476404900059906
561,sqlite,q4,75,random,0.09887438527305507
562,sqlite,q4,75,kmeans,0.12889069703751033
563,sqlite,q4,75,submodular,0.13060964306143624
564,sqlite,q4,75,hdbscan,0.11868923644536315
565,sqlite,q4,100,random,0.09039271988201865
566,sqlite,q4,100,kmeans,0.1291878251736244
567,sqlite,q4,100,submodular,0.11351935990311084
568,sqlite,q4,100,hdbscan,0.1471682306470336
569,sqlite,q4,120,random,0.10342911286053122
