,proportion_train_config,prop_inputs_source,id repetition,mape,training_time
0,0.1,0.1,0,0.0,0.12524151802062988
1,0.1,0.1,1,12.060833617288424,0.12107491493225098
2,0.1,0.1,2,13.489657393146512,0.11624383926391602
3,0.1,0.1,3,7.541110851787075,0.11331748962402344
4,0.1,0.1,4,3.7086279082981295,0.11192512512207031
5,0.1,0.1,5,0.0,0.11029863357543945
6,0.1,0.1,6,0.0,0.10686922073364258
7,0.1,0.1,7,254.3689258979345,0.10940194129943848
8,0.1,0.1,8,0.0,0.10362124443054199
9,0.1,0.1,9,5.10276711346518,0.10590410232543945
10,0.1,0.2,0,0.0,0.11182904243469238
11,0.1,0.2,1,4.93046687923836,0.1143808364868164
12,0.1,0.2,2,0.0,0.10847043991088867
13,0.1,0.2,3,533333.3333333333,0.1064455509185791
14,0.1,0.2,4,0.0,0.10696029663085938
15,0.1,0.2,5,2.094337849021447,0.11728858947753906
16,0.1,0.2,6,10.74642711957855,0.11825966835021973
17,0.1,0.2,7,25.295334125550646,0.11091828346252441
18,0.1,0.2,8,0.45571995963735984,0.11104822158813477
19,0.1,0.2,9,0.0,0.11280965805053711
20,0.1,0.30000000000000004,0,6.49201472622943,0.12255215644836426
21,0.1,0.30000000000000004,1,39.54521802428591,0.12267780303955078
22,0.1,0.30000000000000004,2,11.20439684475491,0.1182241439819336
23,0.1,0.30000000000000004,3,4.7201819469528905,0.12266969680786133
24,0.1,0.30000000000000004,4,0.0,0.11606025695800781
25,0.1,0.30000000000000004,5,4.3377465707727145,0.1196589469909668
26,0.1,0.30000000000000004,6,3.3057707226806823,0.1207895278930664
27,0.1,0.30000000000000004,7,0.0,0.11562108993530273
28,0.1,0.30000000000000004,8,1.5987435986444,0.11944961547851562
29,0.1,0.30000000000000004,9,5.135148089101404,0.12180256843566895
30,0.1,0.4,0,137.9119543510005,0.13101840019226074
31,0.1,0.4,1,16.417588352141227,0.12788152694702148
32,0.1,0.4,2,4.38735700145103,0.13129186630249023
33,0.1,0.4,3,0.0,0.12511730194091797
34,0.1,0.4,4,0.0,0.12559747695922852
35,0.1,0.4,5,0.5698384110155978,0.1260690689086914
36,0.1,0.4,6,2.114079082681639,0.13103508949279785
37,0.1,0.4,7,2.9276882912539093,0.12492704391479492
38,0.1,0.4,8,0.0,0.12237286567687988
39,0.1,0.4,9,10.038844281269538,0.13112139701843262
40,0.1,0.5,0,14.84262985411221,0.14200067520141602
41,0.1,0.5,1,2.833984764965227,0.13811063766479492
42,0.1,0.5,2,4.639817160799,0.14524126052856445
43,0.1,0.5,3,161.3109015644173,0.1530134677886963
44,0.1,0.5,4,0.6903259257055953,0.14855289459228516
45,0.1,0.5,5,0.0,0.15064358711242676
46,0.1,0.5,6,3.9447539588237546,0.15833544731140137
47,0.1,0.5,7,0.0,0.14664173126220703
48,0.1,0.5,8,4.759632720932159,0.15080928802490234
49,0.1,0.5,9,0.0,0.13829445838928223
50,0.1,0.6000000000000001,0,4.138372902063259,0.15446162223815918
51,0.1,0.6000000000000001,1,5.1674035192507555,0.1556377410888672
52,0.1,0.6000000000000001,2,7.319687664131592,0.1577930450439453
53,0.1,0.6000000000000001,3,1.5356868978982183,0.15619516372680664
54,0.1,0.6000000000000001,4,0.0,0.14844298362731934
