,proportion_train_config,source_selection_method,prop_inputs_source,id repetition,mape,training_time
0,0.1,random,0.1,0,9.242061311506744,0.15050745010375977
1,0.1,random,0.1,1,7.715863223829039,0.10058140754699707
2,0.1,random,0.1,2,6.356195095592547,0.013144731521606445
3,0.1,random,0.1,3,8.786987337294336,0.012260675430297852
4,0.1,random,0.1,4,11.122518547981846,0.012200593948364258
5,0.1,random,0.1,5,12.0587240604513,0.013782024383544922
6,0.1,random,0.1,6,17.074286367066417,0.09452533721923828
7,0.1,random,0.1,7,14.095754742567268,0.01625680923461914
8,0.1,random,0.1,8,6.560778870633496,0.01286625862121582
9,0.1,random,0.1,9,5.6216574459419535,0.01791667938232422
10,0.1,same_input_grp,0.1,0,4.86672394274461,0.012822389602661133
11,0.1,same_input_grp,0.1,1,9.285281762973288,0.01320028305053711
12,0.1,same_input_grp,0.1,2,6.023412952746734,0.012972593307495117
13,0.1,same_input_grp,0.1,3,4.113019703561123,0.012937068939208984
14,0.1,same_input_grp,0.1,4,7.439350689528837,0.012937068939208984
15,0.1,same_input_grp,0.1,5,8.437086494749526,0.013683795928955078
16,0.1,same_input_grp,0.1,6,8.638164340605224,0.012935161590576172
17,0.1,same_input_grp,0.1,7,9.342398190784364,0.012530326843261719
18,0.1,same_input_grp,0.1,8,8.922137465322601,0.019628524780273438
19,0.1,same_input_grp,0.1,9,6.2590680895010795,0.01468658447265625
20,0.1,closest_properties,0.1,0,4.498962497308223,0.05201363563537598
21,0.1,closest_properties,0.1,1,9.91129660855097,0.047097206115722656
22,0.1,closest_properties,0.1,2,5.193464984563948,0.04911494255065918
23,0.1,closest_properties,0.1,3,5.404539712333083,0.04719042778015137
24,0.1,closest_properties,0.1,4,7.37922853851343,0.048128604888916016
25,0.1,closest_properties,0.1,5,10.032665417510069,0.04561352729797363
26,0.1,closest_properties,0.1,6,6.557742361407234,0.04576420783996582
27,0.1,closest_properties,0.1,7,8.397618894018681,0.06169533729553223
28,0.1,closest_properties,0.1,8,9.377847887880273,0.04617929458618164
29,0.1,closest_properties,0.1,9,5.35026156075766,0.0469968318939209
30,0.1,max_perf_corr,0.1,0,5.130490306866744,0.06624174118041992
31,0.1,max_perf_corr,0.1,1,5.941789113689437,0.1132802963256836
32,0.1,max_perf_corr,0.1,2,9.292291201454018,0.08057689666748047
33,0.1,max_perf_corr,0.1,3,7.462023631804238,0.06802225112915039
34,0.1,max_perf_corr,0.1,4,7.472236664351563,0.06805300712585449
