,proportion_train_config,source_selection_method,prop_inputs_source,id repetition,mape,training_time
0,0.1,random,0.1,0,13.66523754287923,0.20234155654907227
1,0.1,random,0.1,1,9.1060234061489,0.19730758666992188
2,0.1,random,0.1,2,13.846941037965404,0.17033958435058594
3,0.1,random,0.1,3,19.24982093313969,0.16281628608703613
4,0.1,random,0.1,4,16.57174835189814,0.1636359691619873
5,0.1,random,0.1,5,20.737328419591282,0.16327977180480957
6,0.1,random,0.1,6,12.726654878724247,0.16287946701049805
7,0.1,random,0.1,7,15.854962133581344,0.16437959671020508
8,0.1,random,0.1,8,13.276835331881195,0.16360998153686523
9,0.1,random,0.1,9,17.397671303839175,0.1633007526397705
10,0.1,same_input_grp,0.1,0,13.201201122530257,0.16413474082946777
11,0.1,same_input_grp,0.1,1,13.466301435289294,0.16321492195129395
12,0.1,same_input_grp,0.1,2,18.84524606025044,0.16320085525512695
13,0.1,same_input_grp,0.1,3,13.336276281595483,0.16297483444213867
14,0.1,same_input_grp,0.1,4,13.531703489130601,0.16359877586364746
15,0.1,same_input_grp,0.1,5,12.022625661599658,0.16284847259521484
16,0.1,same_input_grp,0.1,6,13.890193249132235,0.1639571189880371
17,0.1,same_input_grp,0.1,7,13.676428365346554,0.16279196739196777
18,0.1,same_input_grp,0.1,8,11.778007616201018,0.16382884979248047
19,0.1,same_input_grp,0.1,9,20.206414623268323,0.1631326675415039
20,0.1,closest_properties,0.1,0,12.731961334741651,0.19535160064697266
21,0.1,closest_properties,0.1,1,19.326221539905106,0.19443726539611816
22,0.1,closest_properties,0.1,2,20.015222467921827,0.19561505317687988
23,0.1,closest_properties,0.1,3,12.138230104410765,0.19671630859375
24,0.1,closest_properties,0.1,4,14.809450506137079,0.19623684883117676
25,0.1,closest_properties,0.1,5,12.907965706317901,0.19591212272644043
26,0.1,closest_properties,0.1,6,10.004736542913122,0.19573664665222168
27,0.1,closest_properties,0.1,7,11.155378717327137,0.19601154327392578
28,0.1,closest_properties,0.1,8,11.451107180758592,0.19508004188537598
29,0.1,closest_properties,0.1,9,15.412978612259707,0.19460606575012207
30,0.1,max_perf_corr,0.1,0,17.327432677926456,0.21607184410095215
31,0.1,max_perf_corr,0.1,1,11.170515127117026,0.21521615982055664
32,0.1,max_perf_corr,0.1,2,16.455608510120314,0.2150588035583496
33,0.1,max_perf_corr,0.1,3,12.427618091259223,0.21364235877990723
34,0.1,max_perf_corr,0.1,4,19.227195896114637,0.21369552612304688
35,0.1,max_perf_corr,0.1,5,11.889697140004806,0.21377038955688477
36,0.1,max_perf_corr,0.1,6,13.095594460861065,0.21497797966003418
37,0.1,max_perf_corr,0.1,7,14.169942439114354,0.21303462982177734
38,0.1,max_perf_corr,0.1,8,16.21201963158165,0.21295166015625
39,0.1,max_perf_corr,0.1,9,16.65504119121231,0.21301889419555664
40,0.1,random,0.2,0,17.17034548135014,0.16448521614074707
41,0.1,random,0.2,1,12.672338384069054,0.16390395164489746
42,0.1,random,0.2,2,11.013525147168716,0.16372442245483398
43,0.1,random,0.2,3,12.369569583982134,0.16362786293029785
44,0.1,random,0.2,4,12.987339712516599,0.1636040210723877
45,0.1,random,0.2,5,16.15257044451329,0.16511845588684082
46,0.1,random,0.2,6,12.543534401132789,0.1633591651916504
47,0.1,random,0.2,7,11.857590675869977,0.16344666481018066
48,0.1,random,0.2,8,11.962658732398843,0.16410017013549805
49,0.1,random,0.2,9,12.835726122704722,0.1635439395904541
50,0.1,same_input_grp,0.2,0,14.409909646252425,0.16345715522766113
51,0.1,same_input_grp,0.2,1,13.399485651732371,0.1650104522705078
52,0.1,same_input_grp,0.2,2,10.620147217951313,0.16388177871704102
53,0.1,same_input_grp,0.2,3,13.309596403020723,0.16389036178588867
54,0.1,same_input_grp,0.2,4,17.320450195780236,0.16487646102905273
55,0.1,same_input_grp,0.2,5,14.213262877769534,0.16366314888000488
56,0.1,same_input_grp,0.2,6,17.9590912768071,0.16368794441223145
57,0.1,same_input_grp,0.2,7,16.10371982240695,0.16486740112304688
58,0.1,same_input_grp,0.2,8,11.90891958987464,0.16401934623718262
59,0.1,same_input_grp,0.2,9,11.258900839097,0.16402387619018555
60,0.1,closest_properties,0.2,0,13.73286252439625,0.22771716117858887
61,0.1,closest_properties,0.2,1,12.822325453297672,0.22780990600585938
62,0.1,closest_properties,0.2,2,19.646784444864757,0.22772693634033203
63,0.1,closest_properties,0.2,3,15.604318196204408,0.2274188995361328
64,0.1,closest_properties,0.2,4,12.912816836716837,0.22812938690185547
65,0.1,closest_properties,0.2,5,18.976753480537976,0.22802186012268066
66,0.1,closest_properties,0.2,6,12.594715257827668,0.23057293891906738
67,0.1,closest_properties,0.2,7,21.697952981289344,0.22762465476989746
68,0.1,closest_properties,0.2,8,13.914705624511095,0.22700142860412598
69,0.1,closest_properties,0.2,9,14.146048861902791,0.2282121181488037
70,0.1,max_perf_corr,0.2,0,14.220181234794795,0.26099467277526855
71,0.1,max_perf_corr,0.2,1,11.452181049495012,0.26050448417663574
72,0.1,max_perf_corr,0.2,2,13.461834732801078,0.25995302200317383
73,0.1,max_perf_corr,0.2,3,14.905030195876275,0.25899362564086914
74,0.1,max_perf_corr,0.2,4,12.306859375882784,0.2588937282562256
75,0.1,max_perf_corr,0.2,5,17.25874291432342,0.25960874557495117
76,0.1,max_perf_corr,0.2,6,9.496750033506416,0.2589538097381592
77,0.1,max_perf_corr,0.2,7,13.855742270330435,0.2584507465362549
78,0.1,max_perf_corr,0.2,8,18.399802469620983,0.25913524627685547
79,0.1,max_perf_corr,0.2,9,10.07004198432622,0.26020336151123047
80,0.1,random,0.30000000000000004,0,13.394014581017094,0.16499853134155273
